"","caseID","race","enroll","activity","duration"
"462369",20140112132119,1,5,"Leisure and Sports",70
"462370",20140112132119,1,5,"Other",5
"462371",20140112132119,1,5,"Leisure and Sports",60
"462372",20140112132119,1,5,"Traveling",45
"462373",20140112132119,1,5,"Educational Activities",45
"462374",20140112132119,1,5,"Traveling",45
"462375",20140112132119,1,5,"Leisure and Sports",30
"462376",20140112132119,1,5,"Other",60
"462377",20140112132119,1,5,"Leisure and Sports",90
"462378",20140112132119,1,5,"Leisure and Sports",190
"462379",20140112132119,1,5,"Grooming",20
"462380",20140112132119,1,5,"Sleeping",250
"462640",20140112132157,2,5,"Sleeping",330
"462641",20140112132157,2,5,"Grooming",90
"462642",20140112132157,2,5,"Other",20
"462643",20140112132157,2,5,"Eating and Drinking",25
"462644",20140112132157,2,5,"Educational Activities",120
"462645",20140112132157,2,5,"Leisure and Sports",90
"462646",20140112132157,2,5,"Educational Activities",180
"462647",20140112132157,2,5,"Eating and Drinking",30
"462648",20140112132157,2,5,"Other",60
"462649",20140112132157,2,5,"Leisure and Sports",135
"462650",20140112132157,2,5,"Educational Activities",30
"462651",20140112132157,2,5,"Sleeping",330
"462678",20140112132162,1,5,"Sleeping",450
"462679",20140112132162,1,5,"Eating and Drinking",30
"462680",20140112132162,1,5,"Leisure and Sports",90
"462681",20140112132162,1,5,"Grooming",20
"462682",20140112132162,1,5,"Leisure and Sports",120
"462683",20140112132162,1,5,"Leisure and Sports",100
"462684",20140112132162,1,5,"Traveling",20
"462685",20140112132162,1,5,"Leisure and Sports",180
"462686",20140112132162,1,5,"Leisure and Sports",100
"462687",20140112132162,1,5,"Traveling",20
"462688",20140112132162,1,5,"Eating and Drinking",10
"462689",20140112132162,1,5,"Other",30
"462690",20140112132162,1,5,"Sleeping",270
"462691",20140112132164,2,3,"Sleeping",480
"462692",20140112132164,2,3,"Eating and Drinking",10
"462693",20140112132164,2,3,"Traveling",10
"462694",20140112132164,2,3,"Leisure and Sports",180
"462695",20140112132164,2,3,"Eating and Drinking",45
"462696",20140112132164,2,3,"Leisure and Sports",180
"462697",20140112132164,2,3,"Eating and Drinking",60
"462698",20140112132164,2,3,"Sleeping",475
"462738",20140112132175,1,5,"Sleeping",180
"462739",20140112132175,1,5,"Leisure and Sports",30
"462740",20140112132175,1,5,"Grooming",60
"462741",20140112132175,1,5,"Other",5
"462742",20140112132175,1,5,"Leisure and Sports",70
"462743",20140112132175,1,5,"Traveling",5
"462744",20140112132175,1,5,"Working and related activities",10
"462745",20140112132175,1,5,"Working and related activities",240
"462746",20140112132175,1,5,"Leisure and Sports",60
"462747",20140112132175,1,5,"Working and related activities",240
"462748",20140112132175,1,5,"Traveling",5
"462749",20140112132175,1,5,"Eating and Drinking",90
"462750",20140112132175,1,5,"Sleeping",445
"462778",20140112132177,1,5,"Sleeping",300
"462779",20140112132177,1,5,"Other",1
"462780",20140112132177,1,5,"Eating and Drinking",5
"462781",20140112132177,1,5,"Other",2
"462782",20140112132177,1,5,"Traveling",20
"462783",20140112132177,1,5,"Other",5
"462784",20140112132177,1,5,"Traveling",20
"462785",20140112132177,1,5,"Other",30
"462786",20140112132177,1,5,"Leisure and Sports",20
"462787",20140112132177,1,5,"Grooming",60
"462788",20140112132177,1,5,"Other",15
"462789",20140112132177,1,5,"Eating and Drinking",15
"462790",20140112132177,1,5,"Leisure and Sports",137
"462791",20140112132177,1,5,"Grooming",50
"462792",20140112132177,1,5,"Traveling",25
"462793",20140112132177,1,5,"Leisure and Sports",10
"462794",20140112132177,1,5,"Traveling",1
"462795",20140112132177,1,5,"Working and related activities",289
"462796",20140112132177,1,5,"Eating and Drinking",15
"462797",20140112132177,1,5,"Working and related activities",75
"462798",20140112132177,1,5,"Traveling",1
"462799",20140112132177,1,5,"Traveling",25
"462800",20140112132177,1,5,"Leisure and Sports",30
"462801",20140112132177,1,5,"Grooming",10
"462802",20140112132177,1,5,"Eating and Drinking",10
"462803",20140112132177,1,5,"Leisure and Sports",89
"462804",20140112132177,1,5,"Other",15
"462805",20140112132177,1,5,"Sleeping",165
"462888",20140112132190,1,3,"Sleeping",180
"462889",20140112132190,1,3,"Grooming",20
"462890",20140112132190,1,3,"Traveling",3
"462891",20140112132190,1,3,"Traveling",3
"462892",20140112132190,1,3,"Educational Activities",244
"462893",20140112132190,1,3,"Other",30
"462894",20140112132190,1,3,"Educational Activities",150
"462895",20140112132190,1,3,"Traveling",5
"462896",20140112132190,1,3,"Eating and Drinking",60
"462897",20140112132190,1,3,"Leisure and Sports",30
"462898",20140112132190,1,3,"Traveling",10
"462899",20140112132190,1,3,"Other",10
"462900",20140112132190,1,3,"Traveling",15
"462901",20140112132190,1,3,"Leisure and Sports",60
"462902",20140112132190,1,3,"Leisure and Sports",200
"462903",20140112132190,1,3,"Sleeping",420
"463428",20140112132268,1,5,"Sleeping",240
"463429",20140112132268,1,5,"Other",15
"463430",20140112132268,1,5,"Other",30
"463431",20140112132268,1,5,"Eating and Drinking",30
"463432",20140112132268,1,5,"Other",60
"463433",20140112132268,1,5,"Grooming",60
"463434",20140112132268,1,5,"Traveling",25
"463435",20140112132268,1,5,"Other",180
"463436",20140112132268,1,5,"Eating and Drinking",30
"463437",20140112132268,1,5,"Leisure and Sports",170
"463438",20140112132268,1,5,"Traveling",20
"463439",20140112132268,1,5,"Other",100
"463440",20140112132268,1,5,"Other",15
"463441",20140112132268,1,5,"Eating and Drinking",30
"463442",20140112132268,1,5,"Other",15
"463443",20140112132268,1,5,"Leisure and Sports",75
"463444",20140112132268,1,5,"Sleeping",345
"464206",20140112132410,1,3,"Sleeping",240
"464207",20140112132410,1,3,"Other",10
"464208",20140112132410,1,3,"Eating and Drinking",10
"464209",20140112132410,1,3,"Other",5
"464210",20140112132410,1,3,"Leisure and Sports",25
"464211",20140112132410,1,3,"Traveling",5
"464212",20140112132410,1,3,"Educational Activities",30
"464213",20140112132410,1,3,"Other",45
"464214",20140112132410,1,3,"Traveling",60
"464215",20140112132410,1,3,"Other",60
"464216",20140112132410,1,3,"Traveling",60
"464217",20140112132410,1,3,"Sleeping",120
"464218",20140112132410,1,3,"Other",30
"464219",20140112132410,1,3,"Other",60
"464220",20140112132410,1,3,"Leisure and Sports",120
"464221",20140112132410,1,3,"Leisure and Sports",150
"464222",20140112132410,1,3,"Other",10
"464223",20140112132410,1,3,"Eating and Drinking",20
"464224",20140112132410,1,3,"Grooming",40
"464225",20140112132410,1,3,"Sleeping",340
"464355",20140112132428,3,3,"Sleeping",150
"464356",20140112132428,3,3,"Grooming",30
"464357",20140112132428,3,3,"Eating and Drinking",15
"464358",20140112132428,3,3,"Grooming",10
"464359",20140112132428,3,3,"Traveling",5
"464360",20140112132428,3,3,"Educational Activities",245
"464361",20140112132428,3,3,"Traveling",5
"464362",20140112132428,3,3,"Eating and Drinking",30
"464363",20140112132428,3,3,"Traveling",5
"464364",20140112132428,3,3,"Educational Activities",165
"464365",20140112132428,3,3,"Leisure and Sports",15
"464366",20140112132428,3,3,"Traveling",10
"464367",20140112132428,3,3,"Eating and Drinking",5
"464368",20140112132428,3,3,"Leisure and Sports",30
"464369",20140112132428,3,3,"Educational Activities",45
"464370",20140112132428,3,3,"Educational Activities",30
"464371",20140112132428,3,3,"Traveling",15
"464372",20140112132428,3,3,"Eating and Drinking",30
"464373",20140112132428,3,3,"Other",10
"464374",20140112132428,3,3,"Leisure and Sports",30
"464375",20140112132428,3,3,"Educational Activities",60
"464376",20140112132428,3,3,"Leisure and Sports",30
"464377",20140112132428,3,3,"Eating and Drinking",15
"464378",20140112132428,3,3,"Leisure and Sports",15
"464379",20140112132428,3,3,"Grooming",30
"464380",20140112132428,3,3,"Leisure and Sports",30
"464381",20140112132428,3,3,"Sleeping",380
"464630",20140112132466,1,3,"Sleeping",330
"464631",20140112132466,1,3,"Leisure and Sports",105
"464632",20140112132466,1,3,"Eating and Drinking",10
"464633",20140112132466,1,3,"Leisure and Sports",125
"464634",20140112132466,1,3,"Other",15
"464635",20140112132466,1,3,"Traveling",25
"464636",20140112132466,1,3,"Other",7
"464637",20140112132466,1,3,"Leisure and Sports",28
"464638",20140112132466,1,3,"Leisure and Sports",135
"464639",20140112132466,1,3,"Traveling",25
"464640",20140112132466,1,3,"Other",10
"464641",20140112132466,1,3,"Traveling",15
"464642",20140112132466,1,3,"Leisure and Sports",70
"464643",20140112132466,1,3,"Eating and Drinking",10
"464644",20140112132466,1,3,"Other",15
"464645",20140112132466,1,3,"Grooming",20
"464646",20140112132466,1,3,"Leisure and Sports",20
"464647",20140112132466,1,3,"Sleeping",475
"465010",20140201140034,1,3,"Sleeping",150
"465011",20140201140034,1,3,"Grooming",10
"465012",20140201140034,1,3,"Leisure and Sports",25
"465013",20140201140034,1,3,"Traveling",55
"465014",20140201140034,1,3,"Educational Activities",210
"465015",20140201140034,1,3,"Eating and Drinking",25
"465016",20140201140034,1,3,"Educational Activities",195
"465017",20140201140034,1,3,"Traveling",45
"465018",20140201140034,1,3,"Eating and Drinking",15
"465019",20140201140034,1,3,"Grooming",10
"465020",20140201140034,1,3,"Leisure and Sports",90
"465021",20140201140034,1,3,"Other",60
"465022",20140201140034,1,3,"Other",10
"465023",20140201140034,1,3,"Eating and Drinking",20
"465024",20140201140034,1,3,"Leisure and Sports",90
"465025",20140201140034,1,3,"Leisure and Sports",130
"465026",20140201140034,1,3,"Sleeping",300
"465176",20140201140084,1,3,"Sleeping",120
"465177",20140201140084,1,3,"Grooming",90
"465178",20140201140084,1,3,"Traveling",2
"465179",20140201140084,1,3,"Other",5
"465180",20140201140084,1,3,"Traveling",5
"465181",20140201140084,1,3,"Educational Activities",228
"465182",20140201140084,1,3,"Eating and Drinking",42
"465183",20140201140084,1,3,"Educational Activities",168
"465184",20140201140084,1,3,"Educational Activities",40
"465185",20140201140084,1,3,"Traveling",5
"465186",20140201140084,1,3,"Educational Activities",45
"465187",20140201140084,1,3,"Traveling",10
"465188",20140201140084,1,3,"Leisure and Sports",30
"465189",20140201140084,1,3,"Leisure and Sports",20
"465190",20140201140084,1,3,"Leisure and Sports",20
"465191",20140201140084,1,3,"Other",5
"465192",20140201140084,1,3,"Other",1
"465193",20140201140084,1,3,"Traveling",5
"465194",20140201140084,1,3,"Traveling",10
"465195",20140201140084,1,3,"Other",1
"465196",20140201140084,1,3,"Traveling",5
"465197",20140201140084,1,3,"Educational Activities",60
"465198",20140201140084,1,3,"Eating and Drinking",30
"465199",20140201140084,1,3,"Other",15
"465200",20140201140084,1,3,"Grooming",30
"465201",20140201140084,1,3,"Leisure and Sports",60
"465202",20140201140084,1,3,"Sleeping",388
"465289",20140201140118,1,5,"Sleeping",300
"465290",20140201140118,1,5,"Other",10
"465291",20140201140118,1,5,"Eating and Drinking",30
"465292",20140201140118,1,5,"Leisure and Sports",80
"465293",20140201140118,1,5,"Leisure and Sports",50
"465294",20140201140118,1,5,"Educational Activities",10
"465295",20140201140118,1,5,"Other",15
"465296",20140201140118,1,5,"Other",165
"465297",20140201140118,1,5,"Traveling",20
"465298",20140201140118,1,5,"Leisure and Sports",120
"465299",20140201140118,1,5,"Eating and Drinking",35
"465300",20140201140118,1,5,"Other",5
"465301",20140201140118,1,5,"Leisure and Sports",90
"465302",20140201140118,1,5,"Traveling",20
"465303",20140201140118,1,5,"Other",40
"465304",20140201140118,1,5,"Leisure and Sports",30
"465305",20140201140118,1,5,"Leisure and Sports",90
"465306",20140201140118,1,5,"Sleeping",330
"465934",20140201140555,2,5,"Sleeping",180
"465935",20140201140555,2,5,"Grooming",20
"465936",20140201140555,2,5,"Traveling",20
"465937",20140201140555,2,5,"Other",15
"465938",20140201140555,2,5,"Traveling",20
"465939",20140201140555,2,5,"Educational Activities",15
"465940",20140201140555,2,5,"Educational Activities",210
"465941",20140201140555,2,5,"Traveling",5
"465942",20140201140555,2,5,"Educational Activities",115
"465943",20140201140555,2,5,"Traveling",30
"465944",20140201140555,2,5,"Sleeping",90
"465945",20140201140555,2,5,"Traveling",25
"465946",20140201140555,2,5,"Other",10
"465947",20140201140555,2,5,"Traveling",5
"465948",20140201140555,2,5,"Educational Activities",320
"465949",20140201140555,2,5,"Traveling",25
"465950",20140201140555,2,5,"Grooming",20
"465951",20140201140555,2,5,"Sleeping",315
"466122",20140201140578,2,5,"Sleeping",420
"466123",20140201140578,2,5,"Grooming",45
"466124",20140201140578,2,5,"Traveling",15
"466125",20140201140578,2,5,"Traveling",40
"466126",20140201140578,2,5,"Traveling",3
"466127",20140201140578,2,5,"Eating and Drinking",15
"466128",20140201140578,2,5,"Traveling",122
"466129",20140201140578,2,5,"Educational Activities",120
"466130",20140201140578,2,5,"Traveling",120
"466131",20140201140578,2,5,"Educational Activities",120
"466132",20140201140578,2,5,"Sleeping",420
"466254",20140201140598,1,3,"Sleeping",300
"466255",20140201140598,1,3,"Grooming",20
"466256",20140201140598,1,3,"Other",15
"466257",20140201140598,1,3,"Other",15
"466258",20140201140598,1,3,"Leisure and Sports",60
"466259",20140201140598,1,3,"Eating and Drinking",5
"466260",20140201140598,1,3,"Leisure and Sports",30
"466261",20140201140598,1,3,"Traveling",30
"466262",20140201140598,1,3,"Leisure and Sports",60
"466263",20140201140598,1,3,"Leisure and Sports",120
"466264",20140201140598,1,3,"Other",2
"466265",20140201140598,1,3,"Leisure and Sports",20
"466266",20140201140598,1,3,"Eating and Drinking",15
"466267",20140201140598,1,3,"Leisure and Sports",60
"466268",20140201140598,1,3,"Traveling",30
"466269",20140201140598,1,3,"Leisure and Sports",150
"466270",20140201140598,1,3,"Leisure and Sports",20
"466271",20140201140598,1,3,"Leisure and Sports",60
"466272",20140201140598,1,3,"Leisure and Sports",120
"466273",20140201140598,1,3,"Leisure and Sports",30
"466274",20140201140598,1,3,"Leisure and Sports",180
"466275",20140201140598,1,3,"Sleeping",98
"466609",20140201140649,1,3,"Sleeping",180
"466610",20140201140649,1,3,"Grooming",10
"466611",20140201140649,1,3,"Traveling",20
"466612",20140201140649,1,3,"Educational Activities",30
"466613",20140201140649,1,3,"Educational Activities",60
"466614",20140201140649,1,3,"Leisure and Sports",5
"466615",20140201140649,1,3,"Educational Activities",50
"466616",20140201140649,1,3,"Leisure and Sports",5
"466617",20140201140649,1,3,"Educational Activities",50
"466618",20140201140649,1,3,"Leisure and Sports",5
"466619",20140201140649,1,3,"Educational Activities",60
"466620",20140201140649,1,3,"Eating and Drinking",45
"466621",20140201140649,1,3,"Leisure and Sports",5
"466622",20140201140649,1,3,"Educational Activities",35
"466623",20140201140649,1,3,"Leisure and Sports",5
"466624",20140201140649,1,3,"Educational Activities",50
"466625",20140201140649,1,3,"Leisure and Sports",5
"466626",20140201140649,1,3,"Educational Activities",60
"466627",20140201140649,1,3,"Traveling",20
"466628",20140201140649,1,3,"Other",5
"466629",20140201140649,1,3,"Traveling",10
"466630",20140201140649,1,3,"Leisure and Sports",60
"466631",20140201140649,1,3,"Leisure and Sports",120
"466632",20140201140649,1,3,"Traveling",2
"466633",20140201140649,1,3,"Leisure and Sports",120
"466634",20140201140649,1,3,"Traveling",2
"466635",20140201140649,1,3,"Leisure and Sports",31
"466636",20140201140649,1,3,"Sleeping",390
"467298",20140201140758,2,3,"Sleeping",90
"467299",20140201140758,2,3,"Grooming",30
"467300",20140201140758,2,3,"Leisure and Sports",60
"467301",20140201140758,2,3,"Traveling",20
"467302",20140201140758,2,3,"Leisure and Sports",10
"467303",20140201140758,2,3,"Educational Activities",210
"467304",20140201140758,2,3,"Eating and Drinking",30
"467305",20140201140758,2,3,"Educational Activities",180
"467306",20140201140758,2,3,"Traveling",20
"467307",20140201140758,2,3,"Other",2
"467308",20140201140758,2,3,"Grooming",5
"467309",20140201140758,2,3,"Leisure and Sports",240
"467310",20140201140758,2,3,"Eating and Drinking",10
"467311",20140201140758,2,3,"Grooming",90
"467312",20140201140758,2,3,"Sleeping",443
"467723",20140201140808,2,3,"Sleeping",180
"467724",20140201140808,2,3,"Eating and Drinking",1
"467725",20140201140808,2,3,"Traveling",5
"467726",20140201140808,2,3,"Sleeping",294
"467727",20140201140808,2,3,"Educational Activities",60
"467728",20140201140808,2,3,"Leisure and Sports",120
"467729",20140201140808,2,3,"Grooming",3
"467730",20140201140808,2,3,"Other",87
"467731",20140201140808,2,3,"Traveling",5
"467732",20140201140808,2,3,"Educational Activities",180
"467733",20140201140808,2,3,"Traveling",5
"467734",20140201140808,2,3,"Eating and Drinking",20
"467735",20140201140808,2,3,"Leisure and Sports",120
"467736",20140201140808,2,3,"Sleeping",360
"467737",20140201140810,1,5,"Sleeping",300
"467738",20140201140810,1,5,"Other",60
"467739",20140201140810,1,5,"Traveling",5
"467740",20140201140810,1,5,"Other",1
"467741",20140201140810,1,5,"Other",1
"467742",20140201140810,1,5,"Traveling",5
"467743",20140201140810,1,5,"Other",2
"467744",20140201140810,1,5,"Traveling",1
"467745",20140201140810,1,5,"Other",8
"467746",20140201140810,1,5,"Traveling",1
"467747",20140201140810,1,5,"Eating and Drinking",20
"467748",20140201140810,1,5,"Other",2
"467749",20140201140810,1,5,"Traveling",8
"467750",20140201140810,1,5,"Other",5
"467751",20140201140810,1,5,"Traveling",2
"467752",20140201140810,1,5,"Grooming",30
"467753",20140201140810,1,5,"Leisure and Sports",179
"467754",20140201140810,1,5,"Traveling",30
"467755",20140201140810,1,5,"Leisure and Sports",120
"467756",20140201140810,1,5,"Traveling",10
"467757",20140201140810,1,5,"Other",5
"467758",20140201140810,1,5,"Traveling",25
"467759",20140201140810,1,5,"Grooming",140
"467760",20140201140810,1,5,"Traveling",5
"467761",20140201140810,1,5,"Leisure and Sports",240
"467762",20140201140810,1,5,"Leisure and Sports",235
"467797",20140201140813,1,3,"Sleeping",360
"467798",20140201140813,1,3,"Eating and Drinking",10
"467799",20140201140813,1,3,"Leisure and Sports",90
"467800",20140201140813,1,3,"Leisure and Sports",120
"467801",20140201140813,1,3,"Leisure and Sports",200
"467802",20140201140813,1,3,"Leisure and Sports",180
"467803",20140201140813,1,3,"Educational Activities",90
"467804",20140201140813,1,3,"Sleeping",390
"468659",20140201140972,1,3,"Sleeping",180
"468660",20140201140972,1,3,"Grooming",15
"468661",20140201140972,1,3,"Eating and Drinking",10
"468662",20140201140972,1,3,"Leisure and Sports",15
"468663",20140201140972,1,3,"Traveling",15
"468664",20140201140972,1,3,"Leisure and Sports",10
"468665",20140201140972,1,3,"Educational Activities",220
"468666",20140201140972,1,3,"Eating and Drinking",15
"468667",20140201140972,1,3,"Leisure and Sports",10
"468668",20140201140972,1,3,"Educational Activities",5
"468669",20140201140972,1,3,"Educational Activities",165
"468670",20140201140972,1,3,"Leisure and Sports",120
"468671",20140201140972,1,3,"Traveling",15
"468672",20140201140972,1,3,"Grooming",10
"468673",20140201140972,1,3,"Eating and Drinking",15
"468674",20140201140972,1,3,"Educational Activities",90
"468675",20140201140972,1,3,"Leisure and Sports",110
"468676",20140201140972,1,3,"Leisure and Sports",60
"468677",20140201140972,1,3,"Leisure and Sports",45
"468678",20140201140972,1,3,"Sleeping",315
"469466",20140201141119,1,5,"Sleeping",180
"469467",20140201141119,1,5,"Other",1
"469468",20140201141119,1,5,"Leisure and Sports",7
"469469",20140201141119,1,5,"Other",5
"469470",20140201141119,1,5,"Eating and Drinking",10
"469471",20140201141119,1,5,"Grooming",60
"469472",20140201141119,1,5,"Educational Activities",142
"469473",20140201141119,1,5,"Traveling",5
"469474",20140201141119,1,5,"Other",70
"469475",20140201141119,1,5,"Traveling",15
"469476",20140201141119,1,5,"Leisure and Sports",10
"469477",20140201141119,1,5,"Working and related activities",30
"469478",20140201141119,1,5,"Educational Activities",30
"469479",20140201141119,1,5,"Eating and Drinking",10
"469480",20140201141119,1,5,"Leisure and Sports",10
"469481",20140201141119,1,5,"Other",15
"469482",20140201141119,1,5,"Traveling",15
"469483",20140201141119,1,5,"Eating and Drinking",15
"469484",20140201141119,1,5,"Leisure and Sports",120
"469485",20140201141119,1,5,"Traveling",25
"469486",20140201141119,1,5,"Leisure and Sports",10
"469487",20140201141119,1,5,"Educational Activities",60
"469488",20140201141119,1,5,"Leisure and Sports",10
"469489",20140201141119,1,5,"Other",30
"469490",20140201141119,1,5,"Eating and Drinking",20
"469491",20140201141119,1,5,"Leisure and Sports",10
"469492",20140201141119,1,5,"Leisure and Sports",60
"469493",20140201141119,1,5,"Other",10
"469494",20140201141119,1,5,"Leisure and Sports",90
"469495",20140201141119,1,5,"Educational Activities",20
"469496",20140201141119,1,5,"Other",45
"469497",20140201141119,1,5,"Leisure and Sports",10
"469498",20140201141119,1,5,"Grooming",10
"469499",20140201141119,1,5,"Sleeping",280
"469800",20140201141154,4,5,"Working and related activities",480
"469801",20140201141154,4,5,"Traveling",2
"469802",20140201141154,4,5,"Other",1
"469803",20140201141154,4,5,"Eating and Drinking",10
"469804",20140201141154,4,5,"Leisure and Sports",10
"469805",20140201141154,4,5,"Traveling",2
"469806",20140201141154,4,5,"Working and related activities",215
"469807",20140201141154,4,5,"Traveling",30
"469808",20140201141154,4,5,"Sleeping",480
"469809",20140201141154,4,5,"Traveling",30
"469810",20140201141154,4,5,"Working and related activities",180
"470291",20140201141228,4,3,"Sleeping",240
"470292",20140201141228,4,3,"Grooming",30
"470293",20140201141228,4,3,"Eating and Drinking",30
"470294",20140201141228,4,3,"Traveling",30
"470295",20140201141228,4,3,"Educational Activities",90
"470296",20140201141228,4,3,"Traveling",30
"470297",20140201141228,4,3,"Grooming",5
"470298",20140201141228,4,3,"Eating and Drinking",15
"470299",20140201141228,4,3,"Leisure and Sports",30
"470300",20140201141228,4,3,"Eating and Drinking",30
"470301",20140201141228,4,3,"Grooming",30
"470302",20140201141228,4,3,"Educational Activities",100
"470303",20140201141228,4,3,"Leisure and Sports",120
"470304",20140201141228,4,3,"Leisure and Sports",120
"470305",20140201141228,4,3,"Eating and Drinking",30
"470306",20140201141228,4,3,"Leisure and Sports",150
"470307",20140201141228,4,3,"Leisure and Sports",30
"470308",20140201141228,4,3,"Sleeping",330
"470340",20140201141239,1,5,"Sleeping",240
"470341",20140201141239,1,5,"Other",360
"470342",20140201141239,1,5,"Educational Activities",180
"470343",20140201141239,1,5,"Other",60
"470344",20140201141239,1,5,"Leisure and Sports",90
"470345",20140201141239,1,5,"Other",20
"470346",20140201141239,1,5,"Other",30
"470347",20140201141239,1,5,"Other",30
"470348",20140201141239,1,5,"Educational Activities",60
"470349",20140201141239,1,5,"Sleeping",370
"470674",20140201141294,2,5,"Sleeping",240
"470675",20140201141294,2,5,"Eating and Drinking",60
"470676",20140201141294,2,5,"Educational Activities",120
"470677",20140201141294,2,5,"Leisure and Sports",120
"470678",20140201141294,2,5,"Other",100
"470679",20140201141294,2,5,"Eating and Drinking",20
"470680",20140201141294,2,5,"Educational Activities",180
"470681",20140201141294,2,5,"Leisure and Sports",120
"470682",20140201141294,2,5,"Eating and Drinking",20
"470683",20140201141294,2,5,"Leisure and Sports",100
"470684",20140201141294,2,5,"Sleeping",360
"470989",20140201141344,1,3,"Sleeping",180
"470990",20140201141344,1,3,"Grooming",45
"470991",20140201141344,1,3,"Traveling",5
"470992",20140201141344,1,3,"Educational Activities",130
"470993",20140201141344,1,3,"Leisure and Sports",15
"470994",20140201141344,1,3,"Educational Activities",105
"470995",20140201141344,1,3,"Traveling",5
"470996",20140201141344,1,3,"Traveling",10
"470997",20140201141344,1,3,"Eating and Drinking",30
"470998",20140201141344,1,3,"Eating and Drinking",30
"470999",20140201141344,1,3,"Traveling",15
"471000",20140201141344,1,3,"Other",10
"471001",20140201141344,1,3,"Traveling",15
"471002",20140201141344,1,3,"Leisure and Sports",485
"471003",20140201141344,1,3,"Other",10
"471004",20140201141344,1,3,"Traveling",25
"471005",20140201141344,1,3,"Other",10
"471006",20140201141344,1,3,"Traveling",25
"471007",20140201141344,1,3,"Leisure and Sports",150
"471008",20140201141344,1,3,"Sleeping",140
"471342",20140201141433,1,3,"Sleeping",420
"471343",20140201141433,1,3,"Eating and Drinking",60
"471344",20140201141433,1,3,"Grooming",3
"471345",20140201141433,1,3,"Educational Activities",90
"471346",20140201141433,1,3,"Traveling",15
"471347",20140201141433,1,3,"Leisure and Sports",87
"471348",20140201141433,1,3,"Traveling",15
"471349",20140201141433,1,3,"Grooming",30
"471350",20140201141433,1,3,"Educational Activities",180
"471351",20140201141433,1,3,"Eating and Drinking",45
"471352",20140201141433,1,3,"Educational Activities",120
"471353",20140201141433,1,3,"Leisure and Sports",45
"471354",20140201141433,1,3,"Sleeping",330
"471475",20140201141455,4,5,"Sleeping",180
"471476",20140201141455,4,5,"Grooming",60
"471477",20140201141455,4,5,"Traveling",15
"471478",20140201141455,4,5,"Educational Activities",285
"471479",20140201141455,4,5,"Traveling",15
"471480",20140201141455,4,5,"Eating and Drinking",35
"471481",20140201141455,4,5,"Traveling",10
"471482",20140201141455,4,5,"Working and related activities",105
"471483",20140201141455,4,5,"Leisure and Sports",15
"471484",20140201141455,4,5,"Working and related activities",60
"471485",20140201141455,4,5,"Eating and Drinking",60
"471486",20140201141455,4,5,"Working and related activities",210
"471487",20140201141455,4,5,"Traveling",10
"471488",20140201141455,4,5,"Leisure and Sports",80
"471489",20140201141455,4,5,"Grooming",30
"471490",20140201141455,4,5,"Sleeping",270
"471491",20140201141456,1,3,"Sleeping",150
"471492",20140201141456,1,3,"Grooming",30
"471493",20140201141456,1,3,"Traveling",90
"471494",20140201141456,1,3,"Leisure and Sports",180
"471495",20140201141456,1,3,"Eating and Drinking",30
"471496",20140201141456,1,3,"Leisure and Sports",150
"471497",20140201141456,1,3,"Traveling",120
"471498",20140201141456,1,3,"Eating and Drinking",60
"471499",20140201141456,1,3,"Traveling",60
"471500",20140201141456,1,3,"Leisure and Sports",150
"471501",20140201141456,1,3,"Traveling",45
"471502",20140201141456,1,3,"Sleeping",375
"471894",20140201141514,1,3,"Sleeping",60
"471895",20140201141514,1,3,"Grooming",30
"471896",20140201141514,1,3,"Eating and Drinking",15
"471897",20140201141514,1,3,"Traveling",5
"471898",20140201141514,1,3,"Educational Activities",280
"471899",20140201141514,1,3,"Traveling",5
"471900",20140201141514,1,3,"Grooming",15
"471901",20140201141514,1,3,"Leisure and Sports",30
"471902",20140201141514,1,3,"Eating and Drinking",10
"471903",20140201141514,1,3,"Traveling",8
"471904",20140201141514,1,3,"Other",10
"471905",20140201141514,1,3,"Traveling",2
"471906",20140201141514,1,3,"Educational Activities",120
"471907",20140201141514,1,3,"Traveling",5
"471908",20140201141514,1,3,"Sleeping",35
"471909",20140201141514,1,3,"Leisure and Sports",120
"471910",20140201141514,1,3,"Traveling",8
"471911",20140201141514,1,3,"Leisure and Sports",30
"471912",20140201141514,1,3,"Traveling",8
"471913",20140201141514,1,3,"Grooming",30
"471914",20140201141514,1,3,"Leisure and Sports",90
"471915",20140201141514,1,3,"Traveling",15
"471916",20140201141514,1,3,"Educational Activities",164
"471917",20140201141514,1,3,"Traveling",15
"471918",20140201141514,1,3,"Grooming",15
"471919",20140201141514,1,3,"Other",15
"471920",20140201141514,1,3,"Eating and Drinking",20
"471921",20140201141514,1,3,"Grooming",15
"471922",20140201141514,1,3,"Sleeping",265
"471965",20140201141520,2,5,"Sleeping",180
"471966",20140201141520,2,5,"Other",10
"471967",20140201141520,2,5,"Sleeping",290
"471968",20140201141520,2,5,"Other",5
"471969",20140201141520,2,5,"Sleeping",90
"471970",20140201141520,2,5,"Eating and Drinking",40
"471971",20140201141520,2,5,"Leisure and Sports",225
"471972",20140201141520,2,5,"Educational Activities",30
"471973",20140201141520,2,5,"Leisure and Sports",210
"471974",20140201141520,2,5,"Sleeping",360
"472226",20140201141585,1,3,"Sleeping",240
"472227",20140201141585,1,3,"Eating and Drinking",30
"472228",20140201141585,1,3,"Grooming",25
